#AfcsOn, AltAGL, AltB, AltGPS, AltMSL, AltMSL Lag Diff, amp1, AOASimple, BaroA, COM1, COM2, CRS, DensityRatio, E1 CHT1, E1 EGT Divergence, E1 EGT1, E1 EGT2, E1 EGT3, E1 EGT4, E1 FFlow, E1 MAP, E1 OilP, E1 OilT, E1 RPM, E2 CHT1, E2 EGT Divergence, E2 EGT1, E2 EGT2, E2 EGT3, E2 EGT4, E2 FFlow, E2 MAP, E2 OilP, E2 OilT, E2 RPM, FQtyL, FQtyR, GndSpd, HAL, HCDI, HDG, HPLfd, HPLwas, IAS, LatAc, MagVar, NormAc, OAT, PichC, Pitch, Roll, RollC, Stall Index, TAS, Total Fuel, TRK, True Airspeed(ft/min), VAL, VCDI, volt1, VPLwas, VSpd, VSpd Calculated, VSpdG, WndDr, WndSpd, number_events = 0
AfcsOn, AltAGL, AltB, AltGPS, AltMSL, AltMSL Lag Diff, amp1, AOASimple, BaroA, COM1, COM2, CRS, DensityRatio, E1 CHT1, E1 EGT Divergence, E1 EGT1, E1 EGT2, E1 EGT3, E1 EGT4, E1 FFlow, E1 MAP, E1 OilP, E1 OilT, E1 RPM, E2 CHT1, E2 EGT Divergence, E2 EGT1, E2 EGT2, E2 EGT3, E2 EGT4, E2 FFlow, E2 MAP, E2 OilP, E2 OilT, E2 RPM, FQtyL, FQtyR, GndSpd, HAL, HCDI, HDG, HPLfd, HPLwas, IAS, LatAc, MagVar, NormAc, OAT, PichC, Pitch, Roll, RollC, Stall Index, TAS, Total Fuel, TRK, True Airspeed(ft/min), VAL, VCDI, volt1, VPLwas, VSpd, VSpd Calculated, VSpdG, WndDr, WndSpd
0.0, 6.0, 818.2, 752.2, 840.0, -0.39999999999997726, 4.6, NaN, 29.65, 118.4, 124.575, 354.0, 0.9892584732017904, 239.04, 179.55000000000007, 906.14, 911.27, 1085.69, 911.04, 1.59, 12.37, 49.58, 136.19, 975.8, 194.62, 27.3900000000001, 937.56, 938.19, 964.95, 943.01, 1.87, 12.44, 51.2, 131.73, 1049.3, 48.75, 51.16, 0.0, 3704.0, NaN, 178.0, 98.0, NaN, 0.0, -0.0, 3.2, 0.0, 15.5, NaN, 1.37, 0.27, NaN, NaN, 0.0, 99.91, 266.7, 0.0, NaN, NaN, 28.8, NaN, -9.92, 0.0, 0.0, NaN, NaN
0.0, 6.0, 818.2, 752.0, 839.8, -0.6000000000000227, 4.8, NaN, 29.65, 118.4, 124.575, 354.0, 0.9892584732017904, 239.5, 182.07000000000016, 905.56, 910.42, 1087.63, 913.53, 1.57, 12.41, 49.65, 136.14, 985.0, 195.29, 22.670000000000073, 940.54, 940.86, 963.21, 944.55, 1.85, 12.42, 51.23, 131.65, 1049.2, 48.69, 51.33, 0.0, 3704.0, NaN, 177.9, 98.0, NaN, 0.0, -0.01, 3.2, 0.0, 15.5, NaN, 1.38, 0.29, NaN, NaN, 0.0, 100.02, 266.7, 0.0, NaN, NaN, 28.8, NaN, -5.83, 30.0, 3.9, NaN, NaN
0.0, 6.0, 819.2, 751.8, 839.6, -1.6000000000000227, 4.6, NaN, 29.65, 118.4, 124.575, 354.0, 0.9892584732017904, 239.97, 177.93000000000006, 904.78, 909.57, 1082.71, 914.23, 1.55, 12.36, 49.69, 136.08, 982.9, 195.88, 22.269999999999982, 941.34, 941.87, 963.61, 946.25, 1.86, 12.4, 51.33, 131.62, 1054.8, 48.64, 51.43, 0.0, 3704.0, NaN, 178.0, 98.0, NaN, 0.0, -0.0, 3.2, -0.0, 15.5, NaN, 1.38, 0.29, NaN, NaN, 0.0, 100.07, 266.7, 0.0, NaN, NaN, 28.8, NaN, 11.77, 0.0, 0.0, NaN, NaN
0.0, 6.0, 818.2, 751.8, 839.6, -1.6999999999999318, 4.7, NaN, 29.65, 118.4, 124.575, 354.0, 0.9892584732017904, 240.44, 170.24, 906.51, 908.3, 1076.75, 915.6, 1.54, 12.3, 49.78, 136.04, 989.5, 196.63, 25.300000000000068, 942.31, 940.81, 966.11, 947.66, 1.87, 12.43, 51.23, 131.57, 1048.8, 48.47, 51.57, 0.0, 3704.0, NaN, 178.0, 98.0, NaN, 0.0, -0.01, 3.2, 0.0, 15.5, NaN, 1.38, 0.27, NaN, NaN, 0.0, 100.03999999999999, 266.7, 0.0, NaN, NaN, 28.8, NaN, 1.7, -30.0, 0.0, NaN, NaN
0.0, 7.0, 818.2, 752.7, 840.4, -0.8000000000000682, 4.7, NaN, 29.65, 118.4, 124.575, 354.0, 0.9892584732017904, 240.93, 162.86, 906.37, 910.63, 1069.23, 917.05, 1.53, 12.28, 49.84, 136.0, 987.9, 197.3, 27.730000000000018, 941.31, 941.29, 969.02, 948.39, 1.87, 12.49, 51.17, 131.5, 1046.7, 48.37, 51.51, 0.0, 3704.0, NaN, 177.9, 98.0, NaN, 0.0, -0.01, 3.2, 0.01, 15.5, NaN, 1.38, 0.3, NaN, NaN, 0.0, 99.88, 266.7, 0.0, NaN, NaN, 28.8, NaN, -13.77, 0.0, 3.9, NaN, NaN
0.0, 7.0, 818.2, 752.9, 840.7, -0.5, 4.6, NaN, 29.65, 118.4, 124.575, 354.0, 0.9892584732017904, 241.39, 160.74, 907.23, 910.61, 1067.97, 920.84, 1.51, 12.27, 49.82, 135.95, 985.2, 197.93, 24.91999999999996, 943.36, 944.7, 968.28, 948.96, 1.85, 12.54, 51.02, 131.41, 1038.0, 48.54, 51.5, 0.0, 3704.0, NaN, 177.9, 98.0, NaN, 0.0, -0.0, 3.2, 0.0, 15.5, NaN, 1.4, 0.31, NaN, NaN, 0.0, 100.03999999999999, 266.7, 0.0, NaN, NaN, 28.8, NaN, -15.92, 0.0, 3.9, NaN, NaN
0.0, 7.0, 818.2, 752.8, 840.6, -0.5, 4.6, NaN, 29.65, 118.4, 124.575, 354.0, 0.9892584732017904, 241.87, 167.64999999999998, 906.87, 911.39, 1074.52, 923.16, 1.5, 12.27, 49.81, 135.92, 992.1, 198.62, 20.879999999999995, 946.49, 948.32, 967.37, 950.54, 1.85, 12.54, 51.03, 131.36, 1041.5, 48.75, 51.46, 0.0, 3704.0, NaN, 177.9, 98.0, NaN, 0.0, -0.01, 3.2, 0.0, 15.5, NaN, 1.38, 0.31, NaN, NaN, 0.0, 100.21000000000001, 266.7, 0.0, NaN, NaN, 28.8, NaN, -16.0, -30.0, 3.9, NaN, NaN
0.0, 7.0, 817.2, 753.0, 840.7, -0.2999999999999545, 4.7, NaN, 29.65, 118.4, 124.575, 354.0, 0.9892584732017904, 242.3, 166.20000000000005, 910.43, 910.26, 1076.46, 924.35, 1.52, 12.26, 49.87, 135.88, 993.5, 199.24, 20.300000000000068, 949.59, 947.55, 967.85, 951.82, 1.85, 12.55, 51.07, 131.32, 1039.1, 48.73, 51.44, 0.0, 3704.0, NaN, 177.9, 98.0, NaN, 0.0, -0.01, 3.2, 0.01, 15.5, NaN, 1.38, 0.31, NaN, NaN, 0.0, 100.16999999999999, 266.7, 0.0, NaN, NaN, 28.8, NaN, -16.0, -30.0, 3.9, NaN, NaN
0.0, 7.0, 817.2, 753.1, 840.9, 1.0, 4.6, NaN, 29.65, 118.4, 124.575, 354.0, 0.9892584732017904, 242.76, 162.29999999999995, 912.42, 909.96, 1072.26, 926.19, 1.52, 12.23, 49.99, 135.83, 993.7, 199.85, 21.520000000000095, 949.42, 947.92, 969.44, 953.93, 1.86, 12.52, 51.13, 131.26, 1045.8, 48.66, 51.49, 0.0, 3704.0, NaN, 177.9, 98.0, NaN, 0.0, 0.0, 3.2, 0.0, 15.5, NaN, 1.37, 0.31, NaN, NaN, 0.0, 100.15, 266.7, 0.0, NaN, NaN, 28.8, NaN, -17.17, 0.0, 0.0, NaN, NaN
0.0, 7.0, 817.2, 753.1, 840.9, 1.0, 4.6, NaN, 29.65, 118.4, 124.575, 354.0, 0.9892584732017904, 243.19, 156.47000000000003, 913.24, 915.23, 1069.71, 929.65, 1.5, 12.23, 49.91, 135.82, 996.1, 200.5, 22.75999999999999, 949.79, 946.26, 969.02, 956.5, 1.86, 12.54, 51.07, 131.24, 1040.8, 48.51, 51.66, 0.0, 3704.0, NaN, 177.9, 98.0, NaN, 0.0, -0.0, 3.2, 0.0, 15.5, NaN, 1.37, 0.32, NaN, NaN, 0.0, 100.16999999999999, 266.7, 0.0, NaN, NaN, 28.8, NaN, -28.73, 0.0, 3.9, NaN, NaN
0.0, 7.0, 817.2, 752.4, 840.1, 0.10000000000002274, 4.5, NaN, 29.65, 118.4, 124.575, 354.0, 0.9892584732017904, 243.64, 160.30999999999995, 912.27, 916.71, 1072.58, 929.73, 1.5, 12.18, 49.98, 135.77, 996.3, 201.03, 23.029999999999973, 954.09, 946.75, 969.78, 958.0, 1.85, 12.54, 51.08, 131.19, 1038.4, 48.64, 51.59, 0.0, 3704.0, NaN, 177.9, 98.0, NaN, 0.0, -0.01, 3.2, 0.01, 15.5, NaN, 1.38, 0.33, NaN, NaN, 0.0, 100.23, 266.7, 0.0, NaN, NaN, 28.8, NaN, -25.78, 0.0, 0.0, NaN, NaN
0.0, 6.0, 817.2, 751.8, 839.6, -0.1999999999999318, 4.5, NaN, 29.65, 118.4, 124.575, 354.0, 0.9892584732017904, 244.07, 164.88, 912.35, 916.87, 1077.23, 927.85, 1.49, 12.23, 49.88, 135.7, 992.2, 201.7, 25.049999999999955, 952.42, 946.96, 972.01, 959.33, 1.86, 12.52, 51.12, 131.15, 1042.0, 48.51, 51.46, 0.0, 3704.0, NaN, 177.9, 98.0, NaN, 0.0, 0.0, 3.2, 0.01, 15.5, NaN, 1.37, 0.33, NaN, NaN, 0.0, 99.97, 266.7, 0.0, NaN, NaN, 28.8, NaN, -20.3, 0.0, 3.9, NaN, NaN
0.0, 6.0, 817.2, 751.9, 839.7, 0.10000000000002274, 4.5, NaN, 29.65, 118.4, 124.575, 354.0, 0.9892584732017904, 244.5, 169.28999999999996, 910.72, 917.6, 1080.01, 925.19, 1.53, 12.29, 49.82, 135.65, 990.0, 202.35, 26.370000000000005, 951.52, 948.86, 975.23, 962.05, 1.86, 12.56, 51.12, 131.12, 1043.8, 48.5, 51.33, 0.0, 3704.0, NaN, 177.9, 98.0, NaN, 0.0, -0.0, 3.2, 0.0, 15.5, NaN, 1.36, 0.33, NaN, NaN, 0.0, 99.83, 266.7, 0.0, NaN, NaN, 28.8, NaN, -10.22, 0.0, 3.9, NaN, NaN
0.0, 6.0, 817.2, 751.8, 839.5, -0.10000000000002274, 4.4, NaN, 29.65, 118.4, 124.575, 354.0, 0.9892584732017904, 244.91, 168.93000000000006, 910.05, 917.99, 1078.98, 924.97, 1.5, 12.24, 49.93, 135.65, 996.1, 203.0, 27.909999999999968, 950.1, 950.72, 978.01, 962.56, 1.86, 12.51, 51.2, 131.05, 1046.9, 48.67, 51.43, 0.0, 3704.0, NaN, 177.9, 98.0, NaN, 0.0, -0.01, 3.2, 0.0, 15.5, NaN, 1.36, 0.33, NaN, NaN, 0.0, 100.1, 266.7, 0.0, NaN, NaN, 28.8, NaN, -1.37, 0.0, 0.0, NaN, NaN
0.0, 6.0, 817.2, 751.7, 839.5, -0.8999999999999773, 4.5, NaN, 29.65, 118.4, 124.575, 354.0, 0.9892584732017904, 245.37, 163.16000000000008, 910.53, 921.2, 1073.69, 927.2, 1.54, 12.23, 49.95, 135.58, 997.2, 203.64, 29.279999999999973, 952.29, 949.83, 979.11, 963.35, 1.82, 12.47, 51.33, 131.03, 1053.8, 48.7, 51.41, 0.0, 3704.0, NaN, 177.9, 98.0, NaN, 0.0, -0.01, 3.2, -0.0, 15.5, NaN, 1.35, 0.33, NaN, NaN, 0.0, 100.11, 266.7, 0.0, NaN, NaN, 28.8, NaN, -0.06, 0.0, 3.9, NaN, NaN
0.0, 6.0, 817.2, 751.5, 839.3, -1.400000000000091, 4.4, NaN, 29.65, 118.4, 124.575, 354.0, 0.9892584732017904, 245.78, 161.88, 909.88, 923.54, 1071.76, 928.26, 1.51, 12.24, 50.0, 135.53, 999.8, 204.23, 26.25, 953.33, 953.14, 979.39, 965.83, 1.8, 12.47, 51.29, 130.98, 1051.6, 48.57, 51.42, 0.0, 3704.0, NaN, 177.9, 98.0, NaN, 0.0, -0.01, 3.2, 0.01, 15.5, NaN, 1.36, 0.32, NaN, NaN, 0.0, 99.99000000000001, 266.7, 0.0, NaN, NaN, 28.8, NaN, -0.0, 30.0, 0.0, NaN, NaN
0.0, 7.0, 818.2, 752.3, 840.1, -0.5, 4.4, NaN, 29.65, 118.4, 124.575, 354.0, 0.9892584732017904, 246.16, 156.93000000000006, 909.02, 924.03, 1065.95, 930.95, 1.56, 12.19, 50.06, 135.52, 1004.3, 204.81, 26.25, 958.54, 954.38, 980.63, 964.49, 1.81, 12.49, 51.26, 130.94, 1052.5, 48.48, 51.28, 0.0, 3704.0, NaN, 177.9, 98.0, NaN, 0.0, -0.01, 3.2, 0.0, 15.5, NaN, 1.37, 0.33, NaN, NaN, 0.0, 99.75999999999999, 266.7, 0.0, NaN, NaN, 28.8, NaN, 11.4, 0.0, 0.0, NaN, NaN
0.0, 7.0, 817.2, 752.6, 840.4, -0.3000000000000682, 4.4, NaN, 29.65, 118.4, 124.575, 354.0, 0.9892584732017904, 246.57, 151.51999999999987, 910.84, 924.69, 1062.36, 930.75, 1.57, 12.19, 49.96, 135.48, 982.5, 205.44, 19.6400000000001, 961.77, 958.56, 978.2, 964.81, 1.8, 12.48, 51.25, 130.9, 1047.1, 48.57, 51.23, 0.0, 3704.0, NaN, 177.9, 98.0, NaN, 0.0, 0.0, 3.2, -0.0, 15.5, NaN, 1.36, 0.33, NaN, NaN, 0.0, 99.8, 266.7, 0.0, NaN, NaN, 28.8, NaN, -6.69, -30.0, 0.0, NaN, NaN
0.0, 7.0, 817.2, 752.5, 840.3, -0.6000000000000227, 4.3, NaN, 29.65, 118.4, 124.575, 354.0, 0.9892584732017904, 246.95, 163.66999999999996, 913.58, 925.6, 1077.25, 929.52, 1.71, 12.3, 49.71, 135.44, 983.3, 206.05, 19.289999999999964, 963.43, 961.14, 980.43, 964.81, 1.83, 12.51, 51.24, 130.87, 1044.7, 48.57, 51.27, 0.0, 3704.0, NaN, 177.9, 98.0, NaN, 0.0, 0.0, 3.2, 0.01, 15.5, NaN, 1.36, 0.33, NaN, NaN, 0.0, 99.84, 266.7, 0.0, NaN, NaN, 28.8, NaN, -17.99, 0.0, 3.9, NaN, NaN
0.0, 7.0, 817.2, 752.5, 840.3, -0.6000000000000227, 4.3, NaN, 29.65, 118.4, 124.575, 354.0, 0.9892584732017904, 247.38, 170.51999999999998, 913.47, 925.99, 1083.99, 929.34, 1.75, 12.35, 49.78, 135.42, 981.1, 206.6, 20.149999999999977, 962.82, 962.11, 982.26, 964.77, 1.82, 12.49, 51.32, 130.8, 1054.8, 48.69, 51.29, 0.0, 3704.0, NaN, 177.9, 98.0, NaN, 0.0, -0.01, 3.2, 0.0, 15.5, NaN, 1.37, 0.34, NaN, NaN, 0.0, 99.97999999999999, 266.7, 0.0, NaN, NaN, 28.8, NaN, -6.17, 0.0, 0.0, NaN, NaN
0.0, 7.0, 817.2, 752.5, 840.3, 0.1999999999999318, 4.3, NaN, 29.65, 118.4, 124.575, 354.0, 0.9892584732017904, 247.83, 174.17999999999984, 914.19, 927.44, 1088.37, 929.91, 1.7, 12.39, 49.67, 135.39, 977.4, 207.29, 20.680000000000064, 962.81, 960.43, 981.11, 965.67, 1.79, 12.45, 51.36, 130.78, 1054.1, 48.74, 51.36, 0.0, 3704.0, NaN, 177.9, 98.0, NaN, 0.0, -0.0, 3.2, 0.01, 15.5, NaN, 1.37, 0.34, NaN, NaN, 0.0, 100.1, 266.7, 0.0, NaN, NaN, 28.8, NaN, -0.26, 0.0, 0.0, NaN, NaN
0.0, 7.0, 817.2, 752.4, 840.2, 0.6000000000000227, 4.2, NaN, 29.65, 118.4, 124.575, 354.0, 0.9892584732017904, 248.26, 180.6199999999999, 915.48, 924.3, 1096.1, 928.87, 1.75, 12.4, 49.72, 135.34, 985.3, 207.93, 22.050000000000068, 962.7, 961.05, 983.1, 965.99, 1.8, 12.47, 51.32, 130.72, 1052.1, 48.58, 51.39, 0.0, 3704.0, NaN, 177.9, 98.0, NaN, 0.0, -0.01, 3.2, -0.0, 15.5, NaN, 1.37, 0.35, NaN, NaN, 0.0, 99.97, 266.7, 0.0, NaN, NaN, 28.8, NaN, -0.01, 0.0, 0.0, NaN, NaN
0.0, 6.0, 817.2, 751.7, 839.4, -0.3000000000000682, 4.1, NaN, 29.65, 118.4, 124.575, 354.0, 0.9892584732017904, 248.68, 187.17000000000007, 915.3, 920.87, 1102.47, 927.54, 1.73, 12.34, 49.82, 135.3, 988.2, 208.51, 21.909999999999968, 964.83, 958.35, 980.26, 966.01, 1.83, 12.51, 51.25, 130.69, 1049.8, 48.43, 51.47, 0.0, 3704.0, NaN, 177.9, 98.0, NaN, 0.0, -0.0, 3.2, 0.02, 15.5, NaN, 1.38, 0.35, NaN, NaN, 0.0, 99.9, 266.7, 0.0, NaN, NaN, 28.8, NaN, -0.0, 0.0, 0.0, NaN, NaN
0.0, 6.0, 817.2, 751.6, 839.4, -0.10000000000002274, 4.3, NaN, 29.65, 118.4, 124.575, 354.0, 0.9892584732017904, 249.09, 181.20999999999992, 917.32, 922.98, 1098.53, 927.95, 1.63, 12.27, 49.91, 135.27, 996.7, 209.03, 24.319999999999936, 964.62, 954.74, 979.06, 969.58, 1.84, 12.56, 51.17, 130.62, 1045.4, 48.37, 51.5, 0.0, 3704.0, NaN, 177.9, 98.0, NaN, 0.0, -0.0, 3.2, -0.01, 15.5, NaN, 1.37, 0.34, NaN, NaN, 0.0, 99.87, 266.7, 0.0, NaN, NaN, 28.8, NaN, -6.63, 0.0, 0.0, NaN, NaN
0.0, 6.0, 817.2, 751.8, 839.5, 0.0, 4.3, NaN, 29.65, 118.4, 124.575, 354.0, 0.9892584732017904, 249.49, 179.64999999999998, 917.84, 926.48, 1097.49, 928.67, 1.58, 12.26, 49.98, 135.23, 996.5, 209.67, 24.039999999999964, 962.91, 953.23, 977.27, 972.98, 1.81, 12.56, 51.22, 130.6, 1047.6, 48.32, 51.46, 0.0, 3704.0, NaN, 177.8, 98.0, NaN, 0.0, -0.01, 3.2, -0.0, 15.5, NaN, 1.37, 0.34, NaN, NaN, 0.0, 99.78, 266.7, 0.0, NaN, NaN, 28.8, NaN, -15.53, 0.0, 0.0, NaN, NaN
0.0, 6.0, 817.2, 751.6, 839.4, 0.10000000000002274, 4.2, NaN, 29.65, 118.4, 124.575, 354.0, 0.9892584732017904, 249.88, 176.32999999999993, 916.96, 928.53, 1093.29, 931.05, 1.56, 12.22, 50.05, 135.22, 1001.3, 210.25, 20.93999999999994, 962.05, 953.61, 974.55, 974.53, 1.81, 12.57, 51.14, 130.54, 1043.7, 48.28, 51.4, 0.0, 3704.0, NaN, 177.8, 98.0, NaN, 0.0, -0.0, 3.2, 0.01, 15.5, NaN, 1.37, 0.33, NaN, NaN, 0.0, 99.68, 266.7, 0.0, NaN, NaN, 28.8, NaN, -15.99, 0.0, 3.9, NaN, NaN
0.0, 6.0, 817.2, 751.6, 839.4, -0.7000000000000455, 4.3, NaN, 29.65, 118.4, 124.575, 354.0, 0.9892584732017904, 250.27, 172.83000000000004, 916.18, 931.39, 1089.01, 933.29, 1.53, 12.18, 50.06, 135.2, 993.7, 210.8, 21.539999999999964, 960.47, 953.96, 973.94, 975.5, 1.81, 12.56, 51.19, 130.54, 1044.2, 48.25, 51.39, 0.0, 3704.0, NaN, 177.9, 98.0, NaN, 0.0, -0.01, 3.2, 0.0, 15.5, NaN, 1.37, 0.33, NaN, NaN, 0.0, 99.64, 266.7, 0.0, NaN, NaN, 28.8, NaN, -16.0, -30.0, 0.0, NaN, NaN
0.0, 6.0, 816.2, 751.7, 839.5, -0.8999999999999773, 4.2, NaN, 29.65, 118.4, 124.575, 354.0, 0.9892584732017904, 250.71, 177.01999999999998, 918.24, 932.46, 1095.26, 934.46, 1.54, 12.27, 49.87, 135.21, 986.6, 211.31, 25.230000000000018, 960.76, 953.49, 977.55, 978.72, 1.8, 12.57, 51.17, 130.45, 1047.3, 48.25, 51.32, 0.0, 3704.0, NaN, 177.8, 98.0, NaN, 0.0, -0.01, 3.2, 0.01, 15.5, NaN, 1.37, 0.34, NaN, NaN, 0.0, 99.57, 266.7, 0.0, NaN, NaN, 28.8, NaN, -16.0, -30.0, 3.9, NaN, NaN
0.0, 7.0, 816.2, 752.4, 840.2, -0.09999999999990905, 4.3, NaN, 29.65, 118.4, 124.575, 354.0, 0.9892584732017904, 251.12, 177.15999999999997, 921.07, 931.57, 1098.23, 933.35, 1.53, 12.26, 50.0, 135.14, 999.9, 211.93, 24.399999999999977, 961.39, 954.6, 979.0, 977.87, 1.8, 12.56, 51.21, 130.45, 1048.6, 48.29, 51.3, 0.0, 3704.0, NaN, 177.9, 98.0, NaN, 0.0, -0.0, 3.2, 0.01, 15.5, NaN, 1.37, 0.33, NaN, NaN, 0.0, 99.59, 266.7, 0.0, NaN, NaN, 28.8, NaN, -16.0, 0.0, 3.9, NaN, NaN
0.0, 7.0, 816.2, 752.6, 840.4, 0.10000000000002274, 4.2, NaN, 29.65, 118.4, 124.575, 354.0, 0.9892584732017904, 251.5, 166.81999999999994, 922.22, 932.85, 1089.04, 934.04, 1.57, 12.24, 49.94, 135.14, 997.0, 212.52, 25.49000000000001, 965.98, 954.41, 979.9, 975.82, 1.78, 12.57, 51.22, 130.37, 1047.2, 48.3, 51.26, 0.0, 3704.0, NaN, 177.8, 98.0, NaN, 0.0, -0.01, 3.2, 0.0, 15.5, NaN, 1.37, 0.34, NaN, NaN, 0.0, 99.56, 266.7, 0.0, NaN, NaN, 28.8, NaN, -16.0, 0.0, 3.9, NaN, NaN
0.0, 7.0, 816.2, 752.6, 840.4, 0.10000000000002274, 4.3, NaN, 29.65, 118.4, 124.575, 354.0, 0.9892584732017904, 251.88, 165.11, 922.18, 931.04, 1087.29, 934.44, 1.53, 12.26, 49.99, 135.1, 997.9, 213.07, 25.980000000000018, 964.97, 955.25, 981.23, 974.77, 1.78, 12.55, 51.19, 130.36, 1045.1, 48.33, 51.31, 0.0, 3704.0, NaN, 177.8, 98.0, NaN, 0.0, -0.01, 3.2, 0.01, 15.5, NaN, 1.37, 0.35, NaN, NaN, 0.0, 99.64, 266.7, 0.0, NaN, NaN, 28.8, NaN, -16.0, 30.0, 3.9, NaN, NaN
0.0, 7.0, 817.2, 752.8, 840.6, 0.39999999999997726, 4.2, NaN, 29.65, 118.4, 124.575, 354.0, 0.9892584732017904, 252.31, 156.77999999999997, 924.47, 931.13, 1081.25, 933.51, 1.52, 12.19, 50.1, 135.13, 1001.7, 213.66, 24.389999999999986, 964.1, 958.52, 982.91, 978.01, 1.83, 12.59, 51.15, 130.3, 1044.2, 48.36, 51.42, 0.0, 3704.0, NaN, 177.8, 98.0, NaN, 0.0, -0.0, 3.2, -0.0, 15.5, NaN, 1.35, 0.32, NaN, NaN, 0.0, 99.78, 266.7, 0.0, NaN, NaN, 28.8, NaN, -6.08, 30.0, 7.9, NaN, NaN
0.0, 7.0, 817.2, 752.9, 840.7, 1.3000000000000682, 4.2, NaN, 29.65, 118.4, 124.575, 354.0, 0.9892584732017904, 252.73, 151.93999999999994, 927.37, 930.65, 1079.31, 935.66, 1.53, 12.2, 50.02, 135.09, 994.0, 214.2, 22.75, 961.8, 959.52, 982.27, 979.77, 1.87, 12.58, 51.14, 130.26, 1040.9, 48.54, 51.45, 0.0, 3704.0, NaN, 177.8, 98.0, NaN, 0.0, -0.01, 3.2, 0.01, 15.5, NaN, 1.35, 0.33, NaN, NaN, 0.0, 99.99000000000001, 266.7, 0.0, NaN, NaN, 28.8, NaN, -0.25, 0.0, 0.0, NaN, NaN
0.0, 7.0, 817.2, 752.9, 840.7, 1.3000000000000682, 4.1, NaN, 29.65, 118.4, 124.575, 354.0, 0.9892584732017904, 253.1, 158.6400000000001, 929.06, 932.04, 1087.7, 935.9, 1.55, 12.27, 49.94, 135.04, 993.9, 214.76, 22.970000000000027, 964.86, 961.64, 981.62, 984.61, 1.85, 12.63, 51.09, 130.23, 1040.6, 48.54, 51.45, 0.0, 3704.0, NaN, 177.7, 98.0, NaN, 0.0, -0.01, 3.2, 0.01, 15.5, NaN, 1.34, 0.34, NaN, NaN, 0.0, 99.99000000000001, 266.7, 0.0, NaN, NaN, 28.8, NaN, 4.57, 0.0, 3.9, NaN, NaN
0.0, 7.0, 817.2, 752.4, 840.2, 0.7000000000000455, 4.1, NaN, 29.65, 118.4, 124.575, 354.0, 0.9892584732017904, 253.51, 162.5200000000001, 930.62, 931.22, 1093.14, 936.39, 1.53, 12.24, 50.04, 135.04, 999.5, 215.24, 22.06000000000006, 964.02, 965.8, 982.67, 986.08, 1.84, 12.62, 51.07, 130.18, 1040.8, 48.5, 51.48, 0.0, 3704.0, NaN, 177.8, 98.0, NaN, 0.0, -0.0, 3.2, 0.01, 15.5, NaN, 1.34, 0.35, NaN, NaN, 0.0, 99.97999999999999, 266.7, 0.0, NaN, NaN, 28.8, NaN, -0.21, 0.0, 3.9, NaN, NaN
0.0, 6.0, 817.2, 751.7, 839.5, 0.10000000000002274, 4.1, NaN, 29.65, 118.4, 124.575, 354.0, 0.9892584732017904, 253.92, 154.10000000000014, 931.29, 931.43, 1085.39, 936.38, 1.52, 12.2, 50.08, 135.05, 1000.5, 215.78, 26.229999999999905, 962.7, 969.45, 982.51, 988.93, 1.82, 12.63, 51.05, 130.14, 1038.6, 48.39, 51.4, 0.0, 3704.0, NaN, 177.8, 98.0, NaN, 0.0, -0.01, 3.2, 0.0, 15.5, NaN, 1.35, 0.34, NaN, NaN, 0.0, 99.78999999999999, 266.7, 0.0, NaN, NaN, 28.8, NaN, -14.84, -30.0, 3.9, NaN, NaN
0.0, 6.0, 816.2, 751.9, 839.7, 0.3000000000000682, 4.1, NaN, 29.65, 118.4, 124.575, 354.0, 0.9892584732017904, 254.3, 150.1500000000001, 930.74, 931.59, 1080.89, 935.6, 1.51, 12.24, 50.09, 135.0, 994.7, 216.36, 27.83000000000004, 964.65, 974.46, 981.73, 992.48, 1.83, 12.63, 51.12, 130.14, 1044.6, 48.46, 51.34, 0.0, 3704.0, NaN, 177.7, 98.0, NaN, 0.0, -0.0, 3.2, 0.0, 15.5, NaN, 1.35, 0.35, NaN, NaN, 0.0, 99.80000000000001, 266.7, 0.0, NaN, NaN, 28.8, NaN, -15.96, -30.0, 3.9, NaN, NaN
0.0, 6.0, 816.2, 751.8, 839.6, 0.10000000000002274, 4.0, NaN, 29.65, 118.4, 124.575, 354.0, 0.9892584732017904, 254.68, 153.90999999999997, 928.92, 932.27, 1082.83, 936.31, 1.52, 12.3, 49.9, 135.01, 985.8, 216.85, 29.279999999999973, 965.07, 975.55, 980.1, 994.35, 1.82, 12.51, 51.44, 130.08, 1062.7, 48.37, 51.28, 0.0, 3704.0, NaN, 177.8, 98.0, NaN, 0.0, 0.0, 3.2, 0.0, 15.5, NaN, 1.34, 0.34, NaN, NaN, 0.0, 99.65, 266.7, 0.0, NaN, NaN, 28.8, NaN, -16.0, 0.0, 3.9, NaN, NaN
